text,gender
And I still love her but it fell through bc I wasn't ready,male
"Its time to face the music, im no longer your muse",male
--now I don't even RP either of them because I have knowledge of other heroes or villains. I mean Batman and Nightwing will always be my--,male
"Attached to nothing unless the vibes are right, honest and progressive.",female
"Emma Watson to 5 year old boy: Excuse me, are you Harry Potter? ThatÛªs great, because IÛªm Hermonie Granger and weÛªrÛ_ https://t.co/C47cbrLZBI",female
"Watching the first Mission Impossible. What the heck is a ""usenet""",male
"#DailyPropheticWord Identity Revealing The Worth Of Others
https://t.co/Zf1B7Ooxfr via @NeilVermillion",female
missin Effie and George already :) https://t.co/HoB5NPWV6w,female
"Einstein and his therapist. ""Happiness in intelligent people is the rarest thing I know."" https://t.co/LrKYamjozL",male
Australian gov't never owned it anyway. The land holds us. We don't hold the land. #in https://t.co/j89SwX8nzB https://t.co/7UIySxqaAQ,male
The girl at the check in desk on Casey's vlog is the love of my life oh my god shes beautiful,male
when your brother is a skilled writer and says your personal statement is *his* level good lol #winning  _ÙªÎ_Ù__ÙÕÄ_Ù_ @Bighomielou,female
"@AlurringFel @Green_MaskHero --fun in the rides! My smile fades a little, and I rest my head on your shoulder blade.]",female
"You and I walk a fragile line
I have known it all this time
But I never thought I'd live to see it break https://t.co/qqqVyGeXtN",female
#JusticeForVictoria and her 2.4 lines in the entire album,female
the shits just not for me.,male
Oh my God oh my God abba just liked the status oh my God oh my God. Ya Allah mjhy uthaaa laaaay!!!!,male
please tell me why its 2015 and I can't donate blood because of the stigma of all gays/bisexuals having AIDS? My gay blood could save a life,male
JUST TO MAKE IT CLEAR I DO NOT HAVE A LANE PEOPLE HATE ME I STILL RECIEVE SHIT FOR MY TWEET ABOUT JOSH AND HALSEY DNDEIDNSJNR,female
"I'm not saying she's a HOE

But I tried to putting her name as my password

And it said 'Error: too easy.",male
@MUSSEmeritus wasn't there 3 on the long drive in the 3rd? One was by penalty. Not sure if that counts,male
Girl Who Was Raped And Pregnant At 12 By Her Brother Looks Back At What She's Overcome https://t.co/wSOHEcrkqh,female
Chef Radio on the Internet 24/7 - A new way of listening #DMZ #TrendSetters  https://t.co/AJFduL9zBn,female
"ADELE, HELLO IS SO GOOD, I CAN'T STOP PLAYING IT AND YELLING IT AT THE TOP OF MY LUNGS. HELLO FROM THE OTHER SIIIIIIIDDDEEE",female
"So, what does the first 3 maps depict then? A Jewish state? And Arab state? A mandate? @Saleena_1 @jvplive",male
"EVERYDAYILOVEYOU Forevermore

and what makes it last

#PushAwardsLizQuens",female
@Jessica_josie04 ayee hush and take my money lol,male
"If it hadn't been for Cotton-Eye Joe
I'd been married long time ago
I shouldn't have had the reception
Before the wedding. This song is long",male
I can't eat the same portion sizes as I used to but now I'm hungry all the time. _Ù÷Õ,female
"Saturday night I went to 2 different restaurants and people and overheard people saying ""a true she brown/white mek..."" I was so mad!",female
"Give me chastity and continence, but not yet. _ÙÎ¥",female
"""Sungjae, Tae, and Jimin will spread the weirdness through KPOP"" IMAGINE THEM TOGETHER ON HALLOWEEN",female
"OK -- with prudent spending cuts too #Debt Jacob J. Lew: Honor our obligations, raise the debt limit https://t.co/1jHRNpOznW via @usatoday",male
"5sos ft my ripped jeans, nikes and smashed iPad _Ù÷_Ù÷â_Ù÷_Ùª_ https://t.co/Zodtb2zFfN",female
There is nothing worse than the sharp image of a fuzzy concept  ANSEL ADAMS _ÙÒá_Ù÷ https://t.co/q9tkw6Juai,female
Bath time and bed. https://t.co/vDL5k2FUEi,male
"@chanyeorrr she brought up points such as the dancers tried out, there was a white woman twerkin, and black women were in other frames",female
I no joke just saw elise and starting balling my eyes out_Ù÷__Ù÷_,female
*whines piteously* I know I'm gearing up for another sinus infection. I'm constantly congested and all I want is sleep. Doctor on Thursday.,female
"Listen to this complete rocket on @ClydeSSB.
HIVS will win the league because Rangers are going into administration.
Just LOLZ.",male
A Dreamlines wedding dress sketch give as a wedding gift from the groom the bride.... https://t.co/RUfVQmXuYI,female
I will steal your bitch and fuck your kids if you continue driving 20 mph down resevoir road.,male
Monday is not over yet so I can still #MCM my one and only! But he is myÛ_ https://t.co/9hOmi4H2Oh,female
I can't decide on a Halloween costume so I think I'll just wear the dress I made out of garbage bags and go as literal trash.,female
"IBMSocialBiz: In the future, there will be a narrowing of the gap of people's abilities to use tools proficiently. JenniferMcClure #H2HChatÛ_",female
"age and height, you are special - P #icmyas  VERY special - p  https://t.co/FOB3XfOzTs",male
Today's drama is that a mom parked in the archbishop's parking spot at the elementary school I hope the crossing guard rips her a new one,female
@chy_leigh i'm so exited and proud of you omg i love you so much ª´,female
#mungaab and his district leaders are gone. I hope the new mayor gets rid of those thugs and there is a wider representation.,male
"@supremeproducts  check out the new saddlery now open @westmidsaddlery , everday bargains in store and online",male
The Impudence of Rabiu Kwakwanso and his Fulani brothers - by FFK: Written by Femi Fani-Kayode...Read below..I... https://t.co/G7QPaBvtHo,male
AND WHAT MAKES IT EVEN WORSE is that this Target was in a Black neighborhood!!! I guarantee that at least 65% of the customers are Black.,female
"And the last scene where T declines Bo's offer to breath back chi. I mean, she brought back a dead Dyson in S3. #LostGirl",female
THE BAY IS JUMPING WITH THIS NEW SONG!! @_OfficialHaze #WhoDat w/ @__lilnate https://t.co/uE6NSNUKQ0,female
The Happiness Stand https://t.co/7hxRiJjvY9 via @YouTube #health #soda,female
And it doesn't matter how good I look that day.  https://t.co/1N5eObkbkn,female
"She's been cheated on, and pushed around, and left alone..._Ù_¤",female
Me and pops gonna get this money in the dog game just wait on it,male
marry me and chill?,male
"I'm back on track!!!
Started my weight loss journey and nothing is stopping me!! I am gonnaÛ_ https://t.co/4poIkBC7hc",female
Û÷2. Da'Quan - Im The ManÛª by @IamDaQuan_ on #SoundCloud #np https://t.co/SaaUPnR7TC,male
Megan brought me Doritos and I've now forgiven her for bunking me last night,female
Some flowers for @RhyminSimonGR with love and to remember dear Simon. #Simons10thBday https://t.co/INAYKwj8ay,female
@Shxdiao it was so beautiful_Ù÷_ but the real question is why didnt they kiss hahahahah jk (not rlly),female
"@taaaaash__ Call back, the interview is over the phone.",female
@mtvema what was the theme song from this year? Played after and before every break.,male
"lol on projects whose ROI isnt feasible ""@_MWAURA_: Ruto says the country is investing so much such that liquidity is an issue.""",male
dark winter nights in front of the fire watching Netflix with the better half! _ÙÕ¬÷Óü_ÙÓ´_ÙÔÇ,male
How does it feel to sit on a throne of air filled icing packets and lies? @ToasterStrudel,male
Shantel em The Flash _ÙÕª_ÙÕª_ÙÕª,female
"Check out the largest pink diamond to ever be auctioned, price tag starts at å£15m: It's called a Rare 'Fancy V... https://t.co/WjLhHZVxHP",female
"#THEVIEW  TRUTH ABOUT THE REPUBLICAN PARTY! BRAINS BRAINS BRAINS
A TRUMP BEATS A PAIR OF DOUCHES EVERY TIME https://t.co/hqM56e51BJ",female
@SweetPete617 dang Pete you know all the life hacks,male
"So @OfficialBrianaB 
https://t.co/6yssE5Nqvv
and @kimrhodes4real 
https://t.co/Tfm07Ax4Fu
are rockstars! _Ù÷ã",female
"@MaddyDiemer woah we tweeted the same thing, twins",female
Ladies and Gentlemen.... @SHP_Shiny the professional gamer girl https://t.co/BBXPZlMEVl,male
1 tweep unfollowed (goodbye!) me in the past day. Thank you https://t.co/G47zDf3x09.,male
"All yall bitches wanna do is fight and fuck niggas that's not even yours , oh yeah and have kids _Ù÷__Ù÷Ð",female
Model sits her delicious pussy on a cock and taking camgirls #xxx https://t.co/yt34rcSkEe,female
@SquareEnix years I have been with them and they do nothing to fix your subscription!,male
"Happy birthday @murillo_roxanna , we have never met but you seem so nice and funny _Ù÷â_ÙÕÐ_ÙÕÐ but happy birthday _Ù_ä_Ù___Ù÷_",female
Grades were due at four and Miss. Dick still hasn't put papers I gave her today,female
And I know it's Monday &amp; Not Wednesday. But these Women All Have a Special Place in my heart &amp; I knowÛ_ https://t.co/UK5BLAe7vr,female
A friendly reminder that UT and A&amp;M are not even ranked while UH is ranked 18th and is undefeated. Thank you for your time.,male
"The Christmas cake is finished, liberally doused in brandy and waiting to be wrapped up. I don't want to put it away though.I want to eat it",female
The cisco c2960s sustainable capital program switches: YQHYCY,female
Marion Cotillard - Enter The Game - YouTube https://t.co/fJVVrvtLdJ,male
"Fair play to Bray Wyatt &amp; Roman Reigns. Their feud was pointless and went on forever, but they put on a fine gimmick-filled battle at #HIAC.",male
You the one you know me the best,male
Chris Got On The Black Toe 1s _Ù÷_,male
@VictoriaFalls_G I can't promise ALL the gossip...,male
When your at your girlfriends Thanksgiving dinner and she has an alcoholic uncle... (Vine by @Dylanchristie41) https://t.co/ph6mPZucZn,male
"@mrscbeauchamprp *she watched him for a moment before leaning forward and turning the radio on* you don't mind, do you? *she sang and--",female
@FRANTASTOCKHOLM I bought one for a friend and they are fucking heavy,male
Û÷IntolerableÛª Heat May Hit the Middle East by the End of the Century https://t.co/yi2Z8YqLj9,female
14 little blank canvases. Hurry up and cool off! _Ù÷_Ù_Ä_ÙÔÈ_Ù_¬ #Halloween #cookies #boo #wiltonÛ_ https://t.co/LW4VjGPja8,female
*cries on the inside like a winner*,female
I will be taking part in the #NickJrPumpkinParty on Monday 26th Oct from 5.15-6.15pm to #win some fabulous prizes!!  https://t.co/0iYU3CHgY3,female
The one Spanish class I need is all filled up :'),female
I would love a man who told me he doesnt mind whether i shave or not. Would save alot of time and effort,female
"@OkraJones ""never under estimate the power of a hand written note"" #BOSCA15",male
"Relieved cuts to #taxcredits now delayed, and poorest protected. Govt's changes would have had a devastating effect on Torfaen's poorest.",male
Mlg time on the bus https://t.co/t9Re2aVYcM,male
was i the only person expectin blood behind victorias head as she sank in the bathtub? i thot it was gonna be a homage to britneys everytime,female
@SDSUMorgan Ten great cities for my daughters to consider living in and pursue technology careers in!!!,male
HOW DO YOU EAT POMEGRANATE SEEDS? DO YOU JUST EAT THE OUTTER LAYER OR ALL OF IT AGHHHH WHAT ARE THESE ÷_ü,female
The Crook and the Cards: A StoryåÊPoem https://t.co/eR0bpd2SKm https://t.co/PBo57W7GRb,female
@DirtyHippyDalek @mk_inwa @JackMolly3 @maria7scruff @MrSebBT @Freddie_bt @Oscar_cute_BT @HDUFC @Rufus_The_Red ok sweetie x,female
Is the criticism of a female billionaire sexist? https://t.co/5nq32OOJ22 #askingdifficultquestions #thenewfaceoffinance,female
@James_Tenny_93 @JamesFryers Next Stop https://t.co/bgWnz2xYPL,male
"5 Fruits and Vegetables That Look Suspiciously Sexual,

click here, https://t.co/ZILG9maCV3 https://t.co/S2SPEYkKFv",female
I don't want to go to class; I want to read and for my period to go away forever,female
Attention PFHS Seniors: Fair Wednesday?åÀ since all the underclassmen got testing &amp; we'll basically be bullshitting at school anyway _Ù÷,male
"I want chili cheese fries, a caesar salad and beer.",female
"@TorturedSpecies {the boy watched the male for a moment then smiled and left him to have his privacy, humming as he picked up the males -",male
I need more money and less problems,female
"Build a Transforming Workbench, Desk, and Storage Unit https://t.co/CJF5YjeEJ1 via Lifehacker https://t.co/BzO0sNWvsU",male
meth head tells me &amp; Julia that he wants to edit a picture for us and this is what we get.... https://t.co/n7LMJ98l5B,female
"Overheard in the winter garden: ""Country clubs are like paying for a winter garden later in life."" @MichiganRoss #umrossbusiness",male
"@Fendrake @_tyrfing No, the antagonist is thirst",female
"@bbysquids Everyone is different! Some people are in their teens, and some people are in their 20's when they are removed",female
sweet grass is also often present and burned in pipe-smoking mixtures alongside bearberry and red willow plants.,male
"Chip Kelly runs everything on the Eagles, but when asked why Mathews didnt get the ball more, he blamed Duce Staley! Hahaha Bruh u a coward!",male
"Retweeted Jill C. Corley (@JillCorley5):

He is witty, naughty and quite a lot of fun!   https://t.co/sIT3mYsqDS https://t.co/DZpX6j7OaT",male
DO NOT act like I'm the one who fucked up because I had to go back and fix your shit. You're welcome and fuck you,male
"@essexdb then when the time comes, go vote for a Little Britain - one that will be marginalised and ignored in a globalised world.",male
"THIS IS LIKE A VINE FOR THE FIC OMFF 

https://t.co/8oTQ5QzOyx",female
And the car shopping begins _Ù÷_ _Ù_÷ #whattochoose #carcarcarseverywhere https://t.co/eUepCV6t4X,female
First time talking to the group and already frustrated,male
Gas man says we broke the seal on the stove door and now may die of carbon monoxide fumes. If it's not one thing. ..,female
Looking forward to watching real housewives tonight.@TanyaBardo7 and @AmpikaPickston1 always make me lol _Ù÷â_Ù÷â,male
Football on Wednesday with ma 2 best mates and then hopefully a couple of drinks with the best girl in the world after football.,male
"@JovinnSidhu thanks for the reply, you are very welcome!",male
"Haii_Ù÷â_Ù÷â_Ù÷â_Ù÷â@IsibayaOverHoes: APPLY VASILINE UNDER YOUR FEET AND SLIDE TO THE BATHROOM ""@oddeomontle: So lazy to even go pee_Ù÷¢_Ù÷¢_Ù÷¢""""""",female
While I have the time to get my diet and fitness back on track in definitely using it to the fullest lol.,female
@vrizov Sadly itÛªs about people who eat two pieces of bacon a day and get cancer.,male
Come enter the Bargnhtress Trick or Treat Giveaway Hop! and win a $25 Amazon Gift Card! https://t.co/ZV0Ru5DCEa,female
@RealDDP I did StandUp! for the first time today...WOW!! That was a fun and challenging workout! Thanks! @DDPYoga #BANG,male
@sarah97hester @justritabook lol Adam and Eve literally dgaf _ÙÔÎ_Ù_,female
Hoes be actin boojie for no damn reason and sleeping on  a blowup bed.. Tf,female
literally I'm always home alone and there's six people living in my house.,female
A large scale weather event is a signal that triggers action. Precision and context matter - helping to determine where and how to act....,female
This consent and respect training thing is extremely sexist and impractical.,male
@Aisha_barix I watched it online coz I was bored and fam just it's the best/worst episode ever,male
@RoyallyKate was just thinking that.   The slip could be the runway/red carpet version but our girl keeps it classy :),female
@10thMar1905 @TrueblueTerri @JustForFrills boiled sweets and Ribena carton already packed,male
"There is some new fiction I can tolerate, like Harry Potter and clumps of work here and there, but I am very picky.",female
Who wants to smoke a blunt and go get some steak,male
"Finally done with work!_ÙªÎ_Ù_ Now, off to the gym. _ÙÔ_Ù_",male
"girl I'm not with you, you're not with me, and I don't like the way it feels, esto no me gusta _Ù_¤",female
Apologizing doesn't always mean you're wrong and the other person is right. It means you value your #relationship more than your ego.,male
Interesting! https://t.co/BRtsG0soiN,female
The only photo I got from my amazing weekend with @Romimeido and @Frozen_Infants oops! _Ù÷â_Ù÷â https://t.co/sGjQHuX1Oq,female
ONE MORE LOOK AND I FORGET EVERYTHING!,female
"Y'all ever put on Mascara and look at ur lashes and be like ""Damn!! Mom &amp; Dad gave me some sexy ass lashes!"" _Ù÷â mine are A1 right now!!",female
Wanted to buy a car after next month but I'm just going to keep saving until spring and get myself something nice,male
A sample of the fall colors we encountered during our day hike to Mount LeConte. This picture wasÛ_ https://t.co/qlz7fookM4,male
@AnemoneTea @TheVulcanSalute Dropping this piece in time for me to work on the Pike plush I've been wondering what she wore under her armor.,female
So I've now been waiting in Hardwick for the bus for approx an hour and a half.. I don't think it's coming. #timetocallthehosts #saveme,female
BICXT MY PSYCH TEACHER GAVE US SOME LONG PAST PAPER TO DO AND IT HAD THE DATE OF WHICH YEAR ITS FROM ON THE BOTTOM IM BLESSED,female
Light one up and forget all the bullshit,male
@SunnyDiamonds_ i was just thinking about that lol and how much are the tickets ?,female
@Atticus_Amber @ronjatimber @RichardDawkins what about people who care and love unborn babies. Should their suffering also be counted?,male
@Shelbyleighc_  @ELIZADAGAWD BITCH YOU DAMN RIGHT I LIVE THE HOE LIFE AND I LOVE IT,female
Hey I Just Voted for @onedirection for #ArtistOfTheYear Go Here https://t.co/g7keeR8tKt and Vote for your favorite!  #AMAs #OneDirection,female
The 18:11 Littlehampton to London Victoria has been delayed by 13mins from Haywards Heath,male
"If you don't value your time, neither will others. Stop giving away your time and talents- start charging for it. ~Kim Garst",male
Southern brothers must go to salons to get they hair did?? Yall getting a wash and set right next to ya lady?,male
"Ive seen people on the train with lamps, chairs, tvs etc  https://t.co/w6zf4pVM4I",female
Great comments on when to ask -- and NOT to ask - for an NDA. https://t.co/p3ocqnhWXa,male
@Pussy_Wrecker what about the nightmare ladies,female
Got to spend all weekend with this handsome lad. He's seriously the greatest. https://t.co/8Oteoi0BWM,female
When you chop all your hair off and still try and bless the world with a sexy hair flip. https://t.co/dFzwSMKhYH,male
"Make sure you go and Listen to my bro @A1_Bedderz 

Practice your whining for the next rave_ÙÕÄ_Ù__ÙÓ__ÙÓ´_ÙÓ´

#np on #SoundCloud https://t.co/decwGg1nBS",male
Last Track For The Night Ð¼ Hitman On Sets Ft. Zanya Laurence - Happy,male
"Let Us work on organize you, send your invoices and pay your bills! See how we can help You: https://t.co/cToaD1LiZY",female
I'm seeing the instructor today:-) my last lesson no thank you,male
It's always the she that gets left behind...,female
"@harry_styles
you shine brighter than
all the stars in the universe
and i love you endlessly. ªÁ
mind following me?

 -15.687",female
"I really want to #win an under ater camera, Christie bath towel &amp; year supply of Huggies #LittleSwimmers @MummyTries https://t.co/gKFbUdRPYu",female
"Starling: chrispenrice has added a photo to the pool:

Starling Morecambe Bay https://t.co/k5eZMkJxWd",male
"@chrisr249 smoke and mirrors, friend",male
When you walk into a store and they have your favorite hats.....mom sendÛ_ https://t.co/ZCxy9DJlNf,male
"""ÛÏKids Need Less Sugar and More FatÛ"" #diet #feedly https://t.co/LbQIODrH1R",female
I JUST REALISED THAT TONI WILL BE ABLE TO BE SMUG AF NOW BC HE SAID I'D FALL FOR COLE FROM THE START,male
I just love my job and helping kids reach their goals! https://t.co/RM7K8mUCZS,male
"Thinking about how much I over-use my Notebook and how cheap and old that thing is, it's a miracle that it is still working.",female
"Still, LiverpoolÛªs problems in front of goal retain prominence on the agenda. (Echo) #lfc",male
Imagine she just took a bath and that Zion waist rope is still wet _Ù÷â,female
"@Rob_Hallmark I've had no trouble so far...obviously not as good as having a cad workstation...but I can run solidworks fine, and composer.",male
@ghostsmalum oh yeah I saw the fall out boy one and I was like BRUH I have to still buy 3 shows for 5sos,female
15 years I've been alive on this earth and guess what: you're not the first to tell me my face is red,female
Les and Pam are so boring _Ù÷«,female
"Love can be your strongest strength..

                      åÁANDåÀ

your worst weakness.",male
Ever just...want to cup her face and kiss her so deeply show every emotion you hold for that one special amazing person in your life?,male
"#talkradio Laughter, a good glass of #wine, and an econo-sized box of Milk Duds are the path to true zen. Listen now https://t.co/AlQ8BmkgOA",female
"Well shit, looks like Girl Band had to cancel their whole stateside tour. I hope the health problems keeping them home aren't too serious.",male
@ash_and_witty there we go,female
Planned U.S. patrols to raise stakes with Beijing in disputed South China Sea | The Japan Times https://t.co/IyPbi1GTVm,male
stop indirecting each other and get back together,female
"""Perhaps we need a separate classification scheme for scientific organizations that are ÛÏconfusogenic to humans.Û"" https://t.co/IhrVIC73rY",male
Keep an Eye Out for This New Credit Card Scam - The Simple Dollar https://t.co/yF5eImBXFD via @thesimpledollar,male
When you get your English classwork all done in the first day it's released _ÙªÎ_Ù__ÙÕø,male
When you're told that you're the father..(@5k_killa) https://t.co/G3CXUTfLx7,male
Checked into hotel and SURROUNDED BY @Ravens fans.!!!!!! LET'S GOOOOOOOOOOOO!!!!!!!,male
@MattUKTweets let's be honest if she went to the average working class college they'd just tell her to piss off.,male
The Selfishness of Skipping Church https://t.co/fZcVic6Y5X via @wordpressdotcom,male
Wonder if she can chew any louder . Switched the tele to 40% vol and I can still hear it,female
@AutumnWater_ i feels you but i did that on facebook i made a new one and now i only got like 50 friends,male
"Nets rookie @RondaeHJ24 and his brother Rahlir surprised their mom... with a house.
https://t.co/Gbmr5VjVgL",male
106 new unfollowers and 189 new followers (hello! hello!) in the last week. Via https://t.co/gFsN7L2sQY,female
I mean it takes me whole day to sit at a spot and make it warm and then someone comes and tells me to go to my room like wtf dude my life!!,female
Cant wait for Wednesdays game,female
"The Lord will fulfill his purpose for me; your steadfast love, O Lord, endures forever. -Psalm 138.8

ÛÓ Bible Scripture (Scripture_Truth) OÛ_",male
@KlMDAlLY I liked /some/outfits [not the ones used in the mv tho] and the video sucked but ksoo and bbh's voices in moonlight!and the choreo,female
"@caralouiseosb don't start ffs_Ù÷â im more excited that I'm looking at booking Ibiza and moving to maga for the summer, oi oi",female
@SimonMaloy This is a bad take. You should've deleted and apologized for *this* tweet.,male
"I've sacrificed a lot, made it through a lot, learned a lot. 
Still got more to sacrifice, more to make it through, and more to learn.",female
@Nekudge @radhabalboaa I made it. And you can only sign up with your humbleness. ÏÎü,male
also everything from applying to attending the interview to turning up on the first day causes me ridiculous amounts of anxiety,male
@singinghands yes its easier for me but it's good cos I am sitting in front so I could see you in front better for me and other deaf people,male
this is hopefully gonna be the last scan,male
"Over 22 Veterans commit suicide EVERY day. _Ù÷Ó
Help me and this badass group of Hosts spreadÛ_ https://t.co/zXwwp1cIqm https://t.co/blCF8KLobo",female
Plunging people into poverty and selling the country to China. Are we seriously going to sit and watch the Tories do evil for 5 more years?,female
I just entered the Quality. Time. instant win game &amp; sweepstakes from @LandsEnd! https://t.co/gjAtPZQIrP,female
"@Smallest_of_all @BBCRoryCJ Disposal was an *ahem* alimentary matter. The wrappers proved less appetising..
#DownTheSofa",male
"Crazy Monday at work, found out my manager is moving to a different department and my team is being split up. _Ù÷¨",female
@Maritimegeek Yes I did. Was a long night. That was on the way back from the NYK Rumina. Should be on the Mathilde Maersk too.,male
I got no time and I go no respect for the people who don't put the apostrophe in hallowe'en,male
Tom Brady again makes the exceptional seem routine in PatriotsÛª victory over Jets: (If you want to tell me itÛª... https://t.co/ViEQ1wF3hd,female
"you're the life,And I am living you!",female
@onedirection for #ArtistOfTheYear https://t.co/HPSqRsaqDT and Vote   #AMAs #OneDirection,female
when I think about how amazing animals are and how much I love them I feel like my heart might explode,female
"EVERYDAYILOVEYOU Forevermore

and what makes it last

#PushAwardsLizQuens",female
"Veintiocho
@onedirection Artist Of The Year #AMAs",female
@Andrew_UpNext it's okay folk I know I had you on skates and you know we don't need to _ÙÕ»_Ù__Ù÷â,male
This administration is very hard working and committed. Been busy touring the whole world. We have voted a serious tourist into Government,male
Found the @lorepodcast today its great and you should listen to it if you like creepy/well researched things.,male
"I couldn't put it down, made a few tweaks to the formulation and it looked a lot better, we will know in a few hours if its stable",male
@Bubuscape @Divine_Eel snuggles and ice cream?,male
The Gospel Of Greed: How Sardar Biglari Paid Himself $34 Million Despite Lousy Fund Returns: Documents obtaine... https://t.co/6BE9eJ24AZ,male
If people prayed more than they gossiped they would be better people with better lives better jobs and more opportunities #pray,female
#FromDuskTillDawn renewed for season 3 _ÙªÎ_ÙªÎ_ÙªÎ cant wait for the finale tomorrow,male
Today the only day to get the rest of my stuff and K&amp;G what me to come in _Ù÷Ô_Ù÷Ô_Ù÷Ô_Ù÷Ô,female
You fasted on a day that my imam was killed and you want to talk to me about strengthening an ummah? https://t.co/YxeUDrZsp4,male
Industrialist relative to the bride dresses that refreshful now copernican universe figures: lgev https://t.co/AxEDYyFvWF,female
Dwayne Wade has proved himself time and time again.... Never count that man out,male
@rtraister a metaphor for life? also I'm going to ride the train without headphones in from now on. Minefield of material.,female
@bocadeluxes thats to the point..,male
I find it weird how easily I forget the meaning half of my tweets _Ù_Ó_Ùªã,female
@onedirection Artist Of The Year #AMAs x10,male
This needs to happen across the Atlantic as well:  https://t.co/EITUjzYPmB,female
Kinda wanna get drunk and pour my heart out about it and never mention it again.,female
Running together for customer engagement: Apple Watch and Nike + https://t.co/WGuZhCtvze,female
Just posted a photo @ The Reading Room Books and Lounge https://t.co/vBYkMbSrSN,male
@AskHobo because I told him you were telling the truth,male
The only A I have right now is in Drawing 1,female
"""I need a boyfriend who plays Sims too"" -@JennyDanker1, as we have been laying on the floor playing Sims for hours",female
@NotJoshEarnest when I went to college you had to have an above standard GPA to get in. Isn't that the case anymore? Or do the go by color?,male
"I don't wanna say goodbye to another night
I don't wanna let it burn in the city lights",female
"@me_on_average I try and avoid it, too much like hard work _Ù÷â",male
Had a fab weekend in Skeggy with the geography squad _ÙÕ¥ #friends #partyÛ_ https://t.co/K24NKBPH51,female
Did Alot Up In The Past Ion Wont Back,male
"Somewhere out there, there is a record of how many times I've deleted and reinstalled tinder to not talk to anyone and then delete again",female
The Fosters &lt;333 https://t.co/ae3Zmxl4av,male
"Remember the time Paul and I watched ""Cutthroat Island"" and a film of Ulysses in the one night. We really lived it up then.",female
@websterpres I have some ideas for you...but a few questions to ask first. I'll send you an email message to get the ball rolling.,female
I'm single because it saves me sooo much more stress than being in the wrong relationship _ÙÔÎ_Ù_,male
I walk in the club and I pipe it up,female
"Jones' Motto: Friends come and go, but enemies accumulate.",female
It felt like nobody was at school so @kaatiee6 and I decided to go home. #jk,female
[SCIENCE] Matter: DNA of Ancient Children Offers Clues on How People Settled the Americas #Science via NYTimes ÷_ https://t.co/CnZLWV33hQ,male
@ryandell after a sadistic episode the latest ep of last man is starting to make sense as the season is more about healing than anything,male
@lxvatosdestiny @wxnderwalldemi was that when we had to build a tower of people? and with the annoying group?,female
"Contreras - and his smooth, powerful swing - sends one to deep CF. Great catch by #WhiteSox Engel,Soto scored on the play. 1-0 Mesa",female
The Halloween 2 remake is so stupid. As well as the Friday the 13th and ANOES remake. The original Halloween remake was good though.,male
I'm good for next week on bo3 coming out.  Got the digital deluxe we going iiinnnn,male
Check Out The #HOTTEST Girls at _Á https://t.co/LA4XWa72eW ÂÉ #FOLLOW @DrR0X @Sexiest_Hotties https://t.co/UPF32c70T3,female
"Hank Sauce Turns Up the Heat and Impresses the Crowd, One Bottle at a Time @hank_sauce @TheTownDish #SeaIsleCityNJ  https://t.co/Ih0P9rm4wD",female
A Crisis in Modern Masculinity- Understanding the Causes of Male Suicide (from @theCALMzone) https://t.co/EtMVTsstPx,male
"@PaulICMYAS how about me _Ù÷_ 17 and 175,5 cm https://t.co/2A3tlY8dk3",female
Eurobabe lingerie model sh1ows off new lingerie and #lingerie https://t.co/LkBHNfGGHX https://t.co/RdHFyRy1YX,female
i really do hope the braxton miller falls to us in the second round next year him and julio sheesh,male
"""Building a relationship starts with having each other's instructional book and knowing what each others needs... https://t.co/44FOXyiEAd",female
Worried about the wrong stuff  https://t.co/UBijRxmU2L,male
"October 26th and I've just seen a house fully Christmased up, don't want to see their electricity bill #onceafinancialadviser",male
"With the EMAs and Taylor winning the best song, probably the most appropriate award anyway for Taylor as she is a song writer.",male
You made me ask myself why everyday after you stabbed me in the back but now I know why... You were a selfish ass named Tord.,female
I'm playing WordBrain and I've just reached brain size 2084! #WordBrain  #words,female
"How to #Report a #Fake Facebook account.
1. Got the the #fake account's Facebook page and look for the 3 ""dots""... https://t.co/Q1hdR5cgQu",female
@loadedradio and pal @scottpenfold get a shout-out on my latest #podcast with @TheRoadHeavy  https://t.co/tiL68CPa1X,male
@keepherwarm @kobrakiddlng @aimhbread now I'll let you know that I've known a guy my whole life who dated several girls and then later on-,male
"@JJAdamsArt great work, after a rubbish day I managed to grab a copy of the joker, now to tell the girlfriend, wish me luck.",male
Also super grateful I've never drawn SU fanart because lord knows the world would be over if I used the wrong skin shades or hair textures,female
@Unforgivnjag yea wait till you open your door and your house blows up,male
@Paula_Jayne_ LOL.....I don't do it for me _Ù÷ä_Ù÷â_Ù÷â and love ya pic,male
bouta just go to class and try to clear my mind I can't keep seeing her like that,female
Doing a research about Cuba and USA's diplomacy. Gotta love international relations &lt;3,female
1 @ onedirection Artist of The Year #AMAs,female
I Just Voted for yeha @onedirection for #ArtistOfTheYear Go Here https://t.co/j26Oe2Qnwz and Vote for your favorite!  #AMAs #OneDirection,female
@_tash_evans_ me too! But then you'd only get about 7 that you need and have to trade the rest with your friends _Ù÷â,female
"Roooxanne, you don't have to sell your body to the night...",male
I be at work with my lighter leash and everybody KNOW i don't smoke cigarettes_Ù÷â,male
"@PHLAirport ty so much I really like how your garages say what is available but  b, c and d had no spots I was _Ù÷Ó to be charged $4 to search",female
"the face janove makes when singing ""aldri"" is the funniest?",female
